数据编号,comment,label
240,保护你我他,happy
241,去了一天就染上了？,surprise
242,#牡丹江发现1例疑似新型肺炎患者#怪男子头部凹陷如拳[ok]头大小的洞 惊悚如外星人！怪男子头部凹陷如拳头大小的洞，竟能奇迹生还，惊悚得如外星人。不知是什么得了什么病。真是可怜！ ??,surprise
243,微博上发啥呢？砀山多少人会上微博看你这？大喇叭呢？不会广播通知吗？？？？,angry
244,[赞]//@UNIQ-王一博:#致敬疫情前线医护人员#你们辛苦了！愿平安！[心],happy
245,#全国确诊新型肺炎病例# 不是阴谋论，只是病毒爆发的时机未免太凑巧，早不发晚不发，某地暴乱暂时得控，贸易战告一段落，某国的注意力转向中东，某地区伪选某党耍不出花来的女领导赢了，我们阿中本来能迎来一个喘息的机会，这下好了，民心惶惶，国库出血，CPI又控制不住，打击太大了…这是某国派来的特务投的病毒吗？！潜伏了多少年啊，知道我们快过年了，人口流动量巨大，现在投放生化武器，效能可以到达极致对吗？！哇，好气啊！ http://t.cn/EyPFKKk厦门,angry
246,大家重视！,happy
247,2//@蔡徐坤的女友粉:我们一起加油//@AK47-DADADA:#武汉加油#我们一起加油，向战斗在一线的医护人员致敬 //@蔡徐坤:#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy
248,你介个恶魔[泪],sad
249,哎封城了，航班取消改动车也算是因祸得福，疫情快点过去吧求求了?,happy
250,//@每天都要甜甜甜o:回复@每天都好困困困_:基于非典瞒报事件 难以给予全部信任 可观望 但愿不要重蹈覆辙//@皮爱河狸:为什么每一次都要隐瞒？是有瘾吗？,angry
251,mlgb。。,angry
252,死亡病例出湖北了[跪了],fear
253,一个暴哭 医务工作人员辛苦了,sad
254,终于封城了[加油],happy
255,谢谢谢谢谢谢谢谢谢谢辛苦辛苦辛苦辛苦辛苦了[泪][泪][泪],happy
256,//@李汶翰硬盒数据空间:#致敬疫情前线医护人员# 向所有前线医护人员致敬！愿平安?//@UNINE_李汶翰:#致敬疫情前线医护人员# 向所有奋斗在最前线的医护人员致敬！大家都要多加预防，注意个人防护。,happy
257,qq//@卿ice的梁小瓜:#胡冰卿正能量# 你也要照顾好自己[心]希望大家健康@胡冰卿 //@胡冰卿:#致敬疫情前线医护人员#请大家做好个人防护措施，愿平安！,happy
258,[泪][泪][泪]  这几天看的新闻都感觉是一部电视剧,sad
259,小品很应景,happy
260,唉[失望],sad
261,确实…慕了//@COLA仙女:河南这次真的有必要全国通报表演，完全满分作文，直接保送了,happy
262,危急关头，敢于奔赴抗疫一线，都是民族脊梁，向这些医护人员致敬！,happy
263,屋外火树银花，噼里啪啦，我在被窝自我隔离，有点害怕。 ??,angry
264,向所有的医护英雄致敬[心]//@蓝盈莹Lyric:致敬英雄！#致敬疫情前线医护人员#,happy
265,[兔子][兔子][兔子]//@李易峰:#防控疫情我们在一起#听话 戴口罩,happy
266,太可爱了//@rrnnaarrnn:哈哈哈哈哈哈哈这冷漠又理智的亲情,happy
267,武汉加油[心],happy
268,谁能想到安徽人还要靠自己才能挤上热搜#恳请安徽政府宣传疫情防范#,sad
269,??希望平安,happy
270,想得知真实起情况，只能通过这些有良知的媒体了[赞][赞],happy
271,//@錦衣夜行焱十一 :#武汉加油# //@朱一龙工作室 :#武汉加油# 加油，我们一起打赢这场防疫战[心]//@朱一龙 :#武汉加油# 我们在一起[心],happy
272,控制疫情武汉加油,happy
273,跑毒失败…,sad
274,[拳头],happy
275,转发这则，不是赞同，而是想待日后事情告一段落，再来请大家评评人性，人心！现在我只想为武汉人加油，为全国人民加油！,happy
276,哈哈哈哈哈哈哈哈哈哈哈哈哈//@DustSettles_:真的好可爱啊//@巴斯小板:笑出声了 姥爷好可爱啊,happy
277,这叫制造恐慌？ //@fog1rain2wind3:可以不要制造恐慌了吗,angry
278,在大英博物馆戴口罩的我 被英国人自动隔离一米远在英国戴口罩=默认自己有传染病真难啊[微笑] http://t.cn/RU1yWf5 ??英国·伦敦,sad
279,有咳嗽就怕得要命,fear
280,我0//@攻子无心:我为啥对03年非典一点记忆都没有，都是听大人说的(96的[汗]),surprise
281,武汉加油??保护好自己和身边的人?//@翟子路:#武汉加油# 加油！愿平安?,happy
282,武汉加油，同胞加油，祖国加油！#武汉封城# ??,happy
283,哈哈。我们南方人吃北方人的啊，哈哈哈//@SNH48-林允娜:南方人什么乱七八糟都敢吃，太恶心了[微笑],angry
284,//@努力努力再努力x:#抗击新型肺炎第一线# 致敬伟大的逆行者们 一定要平平安安[心],happy
285,太好了太好了，希望以后每天都是这种消息,happy
286,这几天的笑点来自我大河南！硬核又实在[good],happy
287,//@朱一龙工作室:#武汉加油# 加油，我们一起打赢这场防疫战[心]//@朱一龙:#武汉加油#我们在一起[心],happy
288,我的天。。,surprise
289,//@佩佩晴天的blog:#武汉加油#[加油][加油][加油]//@杨幂:#武汉加油# 咱们一起，打赢这场防疫战！,happy
290,#武汉加油# 加油！！！注意防护，不恐慌 http://t.cn/A6PwyzKq,happy
291,[委屈][抓狂][太阳]微博啊，永远都那么欢乐~~[赞],happy
292,//@名字太多君:很全面了//@海边的小石头:新型冠状病毒与野生动物直接相关，而关注的动物园号里好像只有广动站出来说话,angry
293,[中国赞],happy
294,#新型冠状病毒# #人生# 致敬！,happy
295,Db真成全民公敌鹅[蜡烛],angry
296,从澳门回来的每一天都在焦虑于这个肺炎? ??,fear
297,太可爱了太可爱了//@芝麻糊了吧:姥爷空投口罩和红包太可爱了hhhhhhhhh,happy
298,一定平安//@gsssst:我们不会抛弃热干面和周黑鸭！一定会好起来的！！加油加油！,happy
299,武汉加油啊,happy
300,太难了...估计都窝在家里，也没地方敢随便去。,sad
301,？！！//@汪苏泷·光影星云:#武汉加油#  我们一起，都要好好的[心] //@汪苏泷:#武汉加油# 我们一起！,happy
302,//@汪苏泷的头号小歌迷:#武汉加油# [给你小心心]//@Samuel-汪苏泷银河护卫队:#武汉加油# 我们一起[心]//@汪苏泷:#武汉加油# 我们一起！,happy
303,//@知小小更://@尼古拉是姑娘呐:中央反应时间线很明确了：20号批示，21-22号所有党媒宣传人传人，23号封城，各地一级响应。24号基建动工，物资陆续调配到达，国务院直接越过省市跟人民征集瞒报漏报的渎职行为。所有信息都透露出来中央的震怒和对湖北的不信任……太狂妄了湖北政府！,angry
304,#钟南山肯定新型冠状病毒肺炎人传人#有点奇怪，病历刚被发现的时候，武汉伢也没怎么慌，还江滩跨年，都没啥事。开始春运了，突然多出这么多病历[费解] ??,surprise
305,武汉加油//@尼玛牌大哥大:武汉的朋友，加油呀！！！,happy
306,#全国确诊新型肺炎病例# 加油武汉。加油中国 ??,happy
307,我不怕熬夜晚睡 但我怕疫情感染//@不愧是我定律:[允悲][允悲][允悲]//@Naomiya_随遇而安:我命由我不由天（,fear
308,#武汉封城#  2020 渡劫的一年 加油！战胜此次病魔！ ??,happy
309,[泪][泪][泪],sad
310,6//@Kun家的霜霜:武汉加油！[加油][加油][加油]//@ACFC蔡徐坤全国后援会:#蔡徐坤[超话]#| #武汉加油# 武汉加油 我们与武汉人民同在[拳头][拳头]//@蔡徐坤:#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy
311,//@莓次儿://@深夜劇bar来一发-翻译募集中:[加油],happy
312,//@nfgsw:您说话了 我们就踏实了,happy
313,#浙江新增17例新型肺炎确诊病例#原来健康平安真的都很难。希望马上结束这场和病毒的战役然后我们都好好的生活下去！ ??,sad
314,好女孩祝你平安[泪][泪],happy
315,赞同！[good][good][good],happy
316,//@李易峰:#防控疫情我们在一起#听话 戴口罩,happy
317,有些人已经疯了吧[吐],angry
318,保护好自己哈//@别是个沙雕吧:向最美逆行者，致敬！//@知书少年果麦麦:平安//@一条咚鲤啊:平安归来，拜托了???,happy
319,加油[心],happy
320,//@SmallGao-: 请黑龙江政府启动一级响应！请黑龙江政府启动一级响应！请黑龙江政府启动一级响应！请黑龙江政府启动一级响应！请黑龙江政府启动一级响应！请黑龙江政府启动一级响应！请黑龙江政府启动一级响应！请黑龙江政府启动一级响应！请黑龙江政府启动一级响应！你是一个已经有死亡案例的省了！！,fear
321,…………太快了 我在加拿大瑟瑟发抖.,fear
322,天呐 大家要注意啊[并不简单][并不简单][并不简单][并不简单],surprise
323,//@夏日绵绵冰·:真情实感的宝贝也要好好保护自己喔//@_找到你了:真的是很好的男孩,happy
324,童鞋，不要酱紫嘛！//@华人女歌手BING:#致敬疫情前线医护人员# 一定要保护好自己，平安健康！,happy
325,[心]//@未来的方书剑:总有人在为我们负重前行，感恩在一线救死扶伤的天使，致敬伟大的英雄！,happy
326,还好陕西比较重视，西安现在各个单位都要求每天每人汇报自己的体温，近期去过武汉的早日说明去隔离，听说厂里买了好多口罩什么的来发……诶，希望早点过去吧，希望大家都平平安安，不要感染患病，健健康康的度过这个考验。,happy
327,艹！绍兴！我慌了啊！,fear
328,#国内确诊291例新型冠状病毒肺炎病例#哎 天津也有确诊得了 ??,surprise
329,我真的气笑了,happy
330,//@火箭少女101_孟美岐:#武汉加油#我们一起[心]打赢这场防疫战！,happy
331,[微笑][微笑],happy
332,//@风息神泪:这篇吧，昨天还看过，完全没料到有这出（而且已经看到内容上的争议了）。能称一句文贼了。 http://t.cn/A6PzeCD2 //@博士圈: 南开大学高山团队拒绝理由：“数据是你们自己公开的，我们为什么不能使用？你也是为公立大学服务的，受到国家科研资金资助，数据不是你们个人的，应该是属于国家,angry
333,昨天低烧37. 8 除了没接触武汉 跟新型肺炎的症状基本符合 昨天查的时候 真是[doge] ??,fear
334,？？？上海做错什么了？？？//@小仙奶阿san: 建议高铁直接送进火葬场消毒//@小仙奶阿san:这就是传染病吧…,angry
335,说句不好听的，这种时刻，还要偷偷摸摸跑出武汉的人，就是害人害己。在重大疫情面前，个人服从大局，才是为自己好，也为别人好。这种时候，我们大家最基本的做人原则，就是自己做好防护、且不给社会添乱，其次是想想能为社会做什么。,happy
336,#武汉加油# 加油?,happy
337,#全国确诊新型肺炎病例#这叫不叫炫富呢？坐标广州，有备无患！！大家注意防护！ http://t.cn/z8InYRj ??广州·瑞安广州中心,happy
338,武汉加油 中国加油[心],happy
339,//@防夫人_防弹贤内助://@恋弹:[good][good][good]//@一等黑魔导:给想知道的人科普一下，单纯建立蛋白质建模正常工作就是两三个月的工作量，中国科研机构不仅一个月内完成了蛋白质建模，还完成了病毒分离测序以及一系列其他工作。,happy
340,加油,happy
341,我们家附近有两个，开服装店的。去武汉进货，今天确诊了。这会儿已经封村了。吓死人了[泪]离得太近了,fear
342,好棒,happy
343,6//@矢口日青ch_ ://@张靓颖投票组 :#张靓颖[超话]#相信医务人员相信医疗设备大家都要保护好自己//@张靓颖 :感谢这样让人敬佩的守护者！感恩千千万万的医护天使们！每到这样的时刻能看到危机也能感受到团结的能量。相信专业的人我们都及时与家人朋友分享最新的防护信息也谨慎分辨避免不必要的不实信息,happy
344,tt//@Cr消觉7_ :加油！//@赵丽颖 :#致敬疫情前线医护人员# 向所有医护人员致敬！愿大家都健康平安??,happy
345,#武汉封城后的市民生活#武汉加油 ??,happy
346,#湖北医疗物资缺口亟待支援# 小善意，大温暖。我在“湖北省新型肺炎求支援”项目捐款成功！愿点滴之举温暖更多心灵。@湖北省红十字基金会http://t.cn/A6PwiNR8 ??,happy
347,陕西挺住！,happy
348,//@赵丽颖:#致敬疫情前线医护人员# 向所有医护人员致敬！愿大家都健康平安??,happy
